Comments,Label
"স্কুলের মধ্যেই চলছে চুটিয়ে 'প্রেম', রুখতে এবার আলাদা করে ক্লাস! -",0.0
আমার দলে আইস বন্দু বসতে দিব পিড়ে: এরশাদ | দৈনিক মতিকণ্ঠ,0.0
"গঠিত হচ্ছে মনোনয়ন বাতিল ঐক্যজোট, নির্বাচন হবে ফেসবুকে",0.0
"ছ্যাঁকা খেয়ে ব্যাঁকা, অতঃপর ছেলেরা যা করে... - Bengal Beats",0.0
"হতাশ জুকারবার্গ! সত্যি সত্যি কি ফেসবুক 'ডিলিট' হবে, তথ্য ফাঁস কেলেঙ্কারিতে ঘোর আশঙ্কা",0.0
এই শীতে বিয়ে না করলেই ব্যাচেলররা যে ৫টি সুবিধা পাবেন,0.0
আপনার বাসা শহর থেকে বেশি দূরে হলে আপনি যেমন উদ্ভট বিপদে পড়তে পারেন,0.0
বাংলাদেশী প্রেমিককে নিজের দেশ ব্রাজিলে নিয়ে যাচ্ছেন প্রেমিকা!,0.0
সালমান মুক্তাদিরের আলু চেপে দিলো জেসিয়া,0.0
শ্বশুর বাড়ির দেয়া বেগুনিতে বেগুন না পেয়ে স্ত্রীকে তালাক দিলেন কুমিল্লার এক যুবক ,0.0
তীব্র গরমে হুস হারিয়ে লুঙ্গী পরে ক্লাসে গিয়ে ধরা খেলো এক প্রাইভেট ইউনিভার্সিটির স্টুডেন্ট !,0.0
হোম টিউটর রেখে আপনার সন্তানকে যেভাবে উচ্চশিক্ষিত করে তুলবেন,0.0
গাঁজা রাখা ও সেবনের বৈধতা দিল আদালত!,0.0
সভ্যতার অগ্রযাত্রায় ব্লাউজ-পূর্ব এবং ব্লাউজ-পরবর্তী যুগের উপাখ্যান,0.0
খালেদাকে জেলে নিয়ে ঢুকাবো : বললেন এরশাদ,0.0
এবার মাহফুজুর রহমানের গান শুনে হারানো স্মৃতি ফিরে পেলো কিশোরগন্জের মানিক! - Bengal Beats,0.0
বাংলাদেশ ক্রিকেট দলের পরাজয়ের কারণ বিশ্লেষণ করার অব্যর্থ কৌশল,0.0
নাজমুল হুদার জীবন নিয়ে নির্মিত হচ্ছে লায়ন কিংয়ের সিকুয়্যাল 'দ্য হুদা কিং',0.0
বায়ুত্যাগের অপরাধে পাকিস্তানি যুবকের মৃত্যুদণ্ড,0.0
হুন্ডা চালালে কি সত্যিই বিচি নষ্ট হয় ?,0.0
"তৃতীয় শক্তির উত্থানে কেউ খুশি, কেউ হতবাক: পল্লীবন্ধু | দৈনিক মতিকণ্ঠ",0.0
সংবাদ সম্মেলনে যা বললেন ব্রাউন ফিশের মুখপাত্র জনাব খান হেলাল - Bengal Beats,0.0
"খালেদা জিয়ার জিহ্বায় কামড় লেগে ঘা হয়েছে, তাই জাউ খাচ্ছেন : তথ্যমন্ত্রী",0.0
SSC পরীক্ষায় GPA-5 না পাওয়াতে পানের দোকান দিলেন নায়িকা পূর্ণিমা - Bengal Beats,0.0
HBO নয় Game Of Thrones এর পরবর্তী এপিসোডগুলো BTV-তে দেখানো হবে,0.0
বিএনপির জন্য উপদেশমালা : এই অখন্ড অবসরে বিএনপি যে ১০টি কাজ করতে পারে,0.0
"ভারতের এই ৫ জন পুরুষ তারকার অসংখ্য মহিলা ফ্যান রয়েছে,নম্বর ১ সবার প্রিয়: -",0.0
মহাকাশে উলঙ্গ ‘রাক্ষস’! প্রমাণ করলেন দুই বাঙালি বিজ্ঞানী - Bdtype,0.0
এসএসসি পরীক্ষায় অংশ নিচ্ছেন মেডাম | দৈনিক মতিকণ্ঠ,0.0
এই ছবিগুলো দেখে সিনেমাগুলোর গল্প সম্পর্কে অনলাইন বুদ্ধিজীবীরা যা ধারণা করতে পারেন,0.0
"ট্রাফিক আইন অমান্যকারীদের কঠিন শাস্তি দিতে এলো ক্যাপ্টেন কাঁঠাল, দেখুন 'বাপের রাস্তা: দ্য রং রোড'",0.0
"মিস তানিয়া বাচ্চা চান না, সমাধান কী?",0.0
"কাঁঠালের সাথে মানবদেহের কোন অঙ্গটি মিলে যায়, জেনে নিন",0.0
টানা দু ঘন্টা ধরে হস্ত-মৈথুন করে প্রান হারালেন খড়গপুরের সায়ন্তিকা বর্মন! -,0.0
যে ১০টি পদ্ধতিতে ফেসবুকেই সাকরাইন উদযাপন করবেন,0.0
রোনালদোর রিয়াল ছাড়ার জন্য দায়ী মেসি!,0.0
চিল্লায় গিয়ে অভিনয় ছেড়ে দিচ্ছেন মোশাররফ করিম,0.0
ব্র্যাকের আকাশে ৮ দিন আগেই পহেলা বৈশাখের চাঁদ দেখা গিয়েছিলো - Bengal Beats,0.0
যাত্রা শুরু করতে যাচ্ছে মাহফুজ'স মেকওভার সেলুন (এমএমএস),0.0
ইসলামকে বিশ্বের সবচেয়ে শান্তির ধর্ম ঘোষণা করল ইউনেস্কো,0.0
দুই-একটা লাশ পড়লেও আমাদের জিততে হবে- মুক্তাদির,0.0
যে কারণে কারো কাজ সম্পর্কে না জেনে তাকে অফিস থেকে ছাটাই করবেন না,0.0
এই ব্যক্তিই কি তাহলে করণ জোহরের বয়ফ্রেন্ড? জানালেন করণ নিজেই... -,0.0
খাম্বায় বিদ্যুত ও অন্যান্ন কানেকশনের কাহিনি | দৈনিক মতিকণ্ঠ,0.0
শিক্ষামন্ত্রী হিসেবে নুরুল ইসলাম নাহিদকে হারানোয় একটি বিদায়ী মানপত্র,0.0
ইলিশের দাম শুনেই অজ্ঞান হয়ে গেলো রামপুরার দুই মেস মেম্বার!,0.0
বাংলাদেশের তারকারা কে কোন গাড়ি ব্যবহার করেন ?,0.0
সেফাত উল্লাহ সেফুদা এখন বাংলাদেশে !,0.0
আইনস্টাইনকে মেয়েরা যে কারণে এত পছন্দ করত,0.0
পাদ দিয়ে আগুন থামালেন সিয়াম !,0.0
ব্যাচেলরদের দুঃখ ঘোচাতে বাজারে আসলো রোবট বধূ,0.0
এখন থেকে আর এডিট করা ছবি আপলোড দেয়া যাবেনা : ফেসবুক,0.0
পরীক্ষা বাতিল হওয়ায় ১ম -৩য় শ্রেণীতে ভর্তি হতে বিশ্ববিদ্যালয় শিক্ষার্থীদের দীর্ঘ লাইন - Bengal Beats,0.0
থুতু ফেলতে বিমানের ইমার্জেন্সি গেট খুলে ফেললো এক যাত্রী,0.0
খালেদার নেতৃত্বে বিরোধী দলের গণ-অনশন আজ | দৈনিক মতিকণ্ঠ,0.0
অসাধারন পারফর্মেন্স দিয়ে বিশ্বকাপের উন্মাদনা হটিয়ে হোম পেইজ দখল করে নিলো বাংলাদেশ ক্রিকেট দল!,0.0
বাকশালের বুকে লোম নাই: হামিদ মীর | দৈনিক মতিকণ্ঠ,0.0
"শুধু S দিয়ে শুরু হওয়া ছেলেমেয়েদের জীবনেই এমনটা হয়, -",0.0
মশা দিবসে প্রেমিকাকে ১০০ মশা উপহার দিলেন উত্তরার জামান - Bengal Beats,0.0
মিরপুরে বিপিএল-বাণিজ্য মেলার পর আরও যে ১০টি উৎসব হতে পারে,0.0
"পাণ্ডে নহে, গাণ্ডে: বেবী | দৈনিক মতিকণ্ঠ",0.0
eআরকি নির্বাচনী টিপস: নির্বাচনে মনোনয়ন পেতে হলে যা করবেন,0.0
সীমান্তে কাঁটাতারের বেড়া চুরি করে বিক্রি করছে মায়ানমার,0.0
‘উন্মাদ’র প্রধান সম্পাদক আহসান হাবীবকে হত্যার হুমকি,0.0
আমাদের স্কুলের ড্রয়িং পরীক্ষায় যখন প্রশ্ন ফাঁস হতো,0.0
শেখের বেটী ও মালাই লামার হাত ভেংগে দিব: বাবুনগরী | দৈনিক মতিকণ্ঠ,0.0
মেডিকেল স্টুডেন্ট বিয়ে করলে জীবন যেমন হয়,0.0
২৫ বছরের সাধনায় বোগলের লোম বেণী করলেন বরিশালের হেমায়েত,0.0
রাস্তার পাশে পর্দার ভিতর লুকিয়ে পাউরুটি-কলা খাওয়ার সময় দুই বন্ধুর মুখোমুখি দেখা !,0.0
ট্যাটু তো করেন জানেন এর ইতিহাস জানলে চমকে যাবেন... -,0.0
ঈদে ঘুরতে যাওয়ার জন্য ইউনাইটেড স্টেটস অফ নোয়াখালীর ভিসা পেলেন না বরিশালের তরুণী - Bengal Beats,0.0
"টিএসসির ১০ টাকায় চা, সিঙ্গাড়া, সমুচা ও চপকে স্বীকৃতি দিলো গিনিজ বুক অফ ওয়ার্ল্ড রেকর্ডস",0.0
রাজনৈতিক মতাদর্শের পার্থক্যের কারণেই আমরা আলাদা হয়ে গেছি : নারায়ণগঞ্জের ব্লুটুথ সেতু,0.0
জমে যাওয়া পানিতে স্কুবা ডাইভিং করেছেন বলে দাবি করলেন চট্রগ্রামের জয়নাল - Bengal Beats,0.0
ভালোবাসা দিবসে ২৩ জনের সাথে ডেটিং করলো নোয়াখালীর জামসেদ!,0.0
আপনি কেমন বলে দেবে নামের প্রথম অক্ষর – ctnews7,0.0
ছোট গাদ্দারের পোলাকে বড় গাদ্দারের পোলার ওপেন চেলেঞ্জ | দৈনিক মতিকণ্ঠ,0.0
জন্ম দেয়ার সময় অনুমতি না নেয়ায় বাবা-মায়ের নামে মামলা করতে চান ছেলে!,0.0
মনোনয়ন না পাওয়া ব্যক্তিরা যদি পত্রিকার পাঠকের সমস্যা বিভাগে চিঠি লিখতেন,0.0
বাকশাল আমায় পথের ফকির বানাইতে চায়: ফখা | দৈনিক মতিকণ্ঠ,0.0
এবার চাঁদে এক নোয়াখাইল্যার সন্ধান পেলো নাসার বিজ্ঞানীরা - Bengal Beats,0.0
সিনেমায় প্রথমবারের মত নগ্ন হলেন আলিয়া ভাট,0.0
টেকনাফে মহাসমারোহে চলছে পলিটিকাল ক্রাইম ড্রামা 'বাবা কেন আসামী',0.0
কাশিমপুরে এসে সঠিক স্তম্ভ ধরে লাড়াচাড়া করুন: সাকা | দৈনিক মতিকণ্ঠ,0.0
শপিংমলে লুকিয়ে এসির বাতাস খাওয়ার সময় আটক ৩ মেস মেম্বার,0.0
ছাত্রটি যেভাবে যুক্তি দিয়ে প্রমাণ করলো যে টেবিলটা নেই,0.0
বিয়ে বাড়িতে কাচ্চির ভিতর আলু না পেয়ে সংঘর্ষ!,0.0
এক নেতা ফেসবুক স্ট্যাটাসে ঠান্ডা পানি দিয়ে গোসল করার কথা লেখার পর যেমন কমেন্ট আসলো,0.0
তীব্র গরমে টয়লেটের পর ট্যাপের পানিতে পশ্চাৎদেশ পুড়ে বার্ন ইউনিটে ভর্তি ফেনীর রেজা - Bengal Beats,0.0
"হাংগেরীর প্রেসিডেন্টের ডক্টরেট বাতিলের নিন্দা জানালেন শেখ হাসিনা, ইউনূস, অলি ও মাহফুজুর | দৈনিক মতিকণ্ঠ",0.0
অলসদের জন্য এলো ঢুকাও অ্যাপস !,0.0
এক চান্সে বিজয় সরণির সিগন্যাল পার হয়ে খুশিতে অজ্ঞান হয়ে গেলেন এক ফার্মগেটবাসী - Bengal Beats,0.0
eআরকি ইলেকশন সাজেশন : নিরপেক্ষ নির্বাচনের ১০টি পদ্ধতি,0.0
গুগলে সবচেয়ে বেশি সার্চে রয়েছে খালেদা ও হিরো আলম,0.0
গরমে অতিষ্ঠ হয়ে তরমুজ পাড়ছে বরিশালের হেকমত!,0.0
এডিট করা ছবি দিলে বাদ হয়ে যাবে ফেসবুক আইডি !,0.0
হুড়োহুড়িতে বুড়ো-বুড়ি হওয়ার হুজুগে নিজেরই বিপদ ডেকে আনছে না তো? বিস্তারিত পড়ুন: -,0.0
হাজারো গল্পে ভরা এই উদ্ভট বোকা শহর থেকে আপনি যে ৯টি শিক্ষা নিতে পারেন - Bengal Beats,0.0
প্রিজন ভেনে মানবাধিকার নাই: নিজামী | দৈনিক মতিকণ্ঠ,0.0
পাঁচ মিনিটেই ঢাকা দুই ভাগ | দৈনিক মতিকণ্ঠ,0.0
হাল্কের নেয় শক্তি আমার শরীরে: গোলাম আজম | দৈনিক মতিকণ্ঠ,0.0
ঈদের পর ব্র্যাক বিশ্ববিদ্যালয়ের ছাত্র-ছাত্রীদের বিরুদ্ধে তেব্র আন্দোলনের হুমকি সম্রাট আকবরের - Bengal Beats,0.0
সালামি দেওয়ার ভয়ে আকাশের দিকে পা তুলে ঈদ কাটালেন ময়মনসিংহের নাসির মিয়া - Bengal Beats,0.0
ঝড়ের সময় বাইতুল মোকাররমে নিহত ১,0.0
অবসরই নিয়ে ফেললেন আফ্রিদি | দৈনিক মতিকণ্ঠ,0.0
মিরপুরে বৃষ্টির গুজব! হাজার হাজার মানুষ ছুটছে মিরপুরের উদ্দেশ্যে!,0.0
বিশ্বকাপ খেলা দেখতে দেখতে রোজা রাখায় সুবিধা হবে : ময়ূরী,0.0
বাংলাদেশি বিয়ের অনুষ্ঠানগুলো যে ধরণের লোকজন ছাড়া কল্পনাই করা যায় না! - Bengal Beats,0.0
নারী ধূমপায়ীর তালিকায় শীর্ষে বাংলাদেশ!,0.0
দুই বছরের বেশি সম্পর্ক ব্রেকআপ করলে হবে জেল -সুপ্রিমকোর্ট,0.0
রোগীর আত্মীয়দের মারধর থেকে বাঁচতে ‘কুংফু-কারাতে’ শিখছেন চিকিৎসকরা!,0.0
বুয়েট ও বিইউপির শিক্ষার্থীদের 'থাগ লাইফ লুঙি শো',0.0
মহাবিশ্বের যেকোনো গ্রহে টিকে থাকার বিশেষ যোগ্যতা অর্জন করলো ঢাকাবাসী - Bengal Beats,0.0
আল্লাহর বিচারে প্রমানিত হয়েছে আল্লাহ জাতীয় পার্টির সমর্থক: এরশাদ | দৈনিক মতিকণ্ঠ,0.0
যে কারনে বৌদিদের প্রতি ছেলেরা আকর্ষিত হয় জেনে নিন-,0.0
নারীশিক্ষার উন্নয়নে শফীর 'মেয়েদের স্কুল-কলেজে দেবেন না' তত্ত্বের ৯টি অনুসিদ্ধান্ত,0.0
হালিমে মাংস পেয়ে খুশি হয়ে হালিম বিক্রেতাকে জড়িয়ে ধরে চুমু দিয়ে দিলেন এক ব্যক্তি - Bengal Beats,0.0
"ফাঁসি নয়, প্রেম দাও: ফখরুল | দৈনিক মতিকণ্ঠ",0.0
বিশ্ববিদ্যালয়ে ভর্তির ছয় মাসেও সিঙ্গেল থাকলে ভর্তি বাতিল করা হবেঃ শিক্ষামন্ত্রী,0.0
ব্যাচেলরদের দুঃখ ঘোচাতে বাজারে আসলো রোবট বধূ,0.0
হিমুর হাতে পাঁচটি মনোনয়নপত্র,0.0
সবই বাকশালের দুষ: ফখরুল | দৈনিক মতিকণ্ঠ,0.0
নোয়াখালীতে ইফতারের পর বিড়ির দোকানের দিকে দৌড় দিতে গিয়ে পদদলিত হয়ে আহত ৩০ জন - Bengal Beats,0.0
খাওয়া দাওয়ার পর নিজের বিয়ের আসর থেকেই গায়েব হয়ে গেলেন নোয়াখালীর বর - Bengal Beats,0.0
জুম্মার নামাজে সবচেয়ে বেশি মসজিদে যায় নোয়াখালীর ছেলেরা !,0.0
নাক ডাকা বন্ধ করার উপায়,0.0
প্রধানমন্ত্রীর ফ্লাইটে মাদক সেবন : যা বললেন সেই বিমানবালা মাসুমা ,0.0
যেখানে সেখানে বিসিএসের বিদ্যা দেখাতে গেলে যেমন বিপদে পড়তে পারেন,0.0
কাজী ফারুকই আমার অনুপ্রেরনা: ইউনূস | দৈনিক মতিকণ্ঠ,0.0
নিজেকে আত্মবিশ্বাসী রাখতে যে কৌশল প্রয়োগ করবেন,0.0
"অনলাইনে অর্ডার করেছিলেন আঙুলের রিং, খুলে দেখেন কাঁঠালের বিচি",0.0
বিবাহবার্ষিকীতে স্বামীকে কিডনি উপহার দিলেন স্ত্রী,0.0
"অধ্যাপক গোলাম আযম যে ইস্কুলের মাষ্টার, আমি সে ইস্কুলের চানাচুরওলা: কাদের সিদ্দিকী | দৈনিক মতিকণ্ঠ",0.0
ব্রাজিল জেতায় বুকে ব্যথা অনুভব করছে বাংলাদেশী আর্জেন্টাইন সাপোর্টাররা!,0.0
কালোদের নিয়ে দল গঠন করছেন হিরো আলম!,0.0
চট্টগ্রাম মেডিকেলের শিক্ষার্থীদের আবার সড়ক অবরোধ | দৈনিক মতিকণ্ঠ,0.0
eআরকি ট্রাভেল গাইড: ঢাকা থেকে কিছু দূরেই ঘুরে আসুন মিরপুর (প্রথম পর্ব),0.0
সেরা ফটোগ্রাফীর পুরষ্কার জিতলেন বরিশালের টগর,0.0
বাকশাল আমাদের রাজনীতী চুরি করে: মকবুল | দৈনিক মতিকণ্ঠ,0.0
প্রতিদিন ৩০ জন পুরুষের সঙ্গে সেক্স করতে বাধ্য করা হয় আমাকে আর তখন….. (ভিডিও),0.0
শেখ হাসিনা বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী,0.0
অমর্ত্য সেনকে তিরস্কার করলেন বাবুনগরী | দৈনিক মতিকণ্ঠ,0.0
"বেগুনের বাজারে আগুন, নিয়ন্ত্রণে কাজ করছে পেঁপে সার্ভিসের সবকটি ইউনিট! - Bengal Beats",0.0
সন্ধ্যা ৬টার মধ্যে বাসা ছাড়তে হবে রাজধানীর ব্যাচেলরদের,0.0
নিজেকে ছাগলের আব্বু বলে দাবী করলেন মেসি,0.0
"ঢাকার সিসা, ক্রোমিয়াম, কপারসহ নানান ধাতুযুক্ত বাতাস যেভাবে কাজে লাগানো যেতে পারে",0.0
“সামান্য ভুলের কারনে ব্যাথা থেকে মেয়েদের স্তন ক্যানসার” কেউ মিস করবেন না পোস্টটি,0.0
অভিনয় ছেড়ে দেয়ার হুমকি দিলেন হিরো আলম,0.0
মেকাপ ছাড়া নববধূকে দেখে হার্টএ্যাটাক করলেন স্বামী!,0.0
মুখে প্রস্রাব লাগালে কি ব্রণ ভালো হয়?,0.0
বাংলাদেশে টিকটক অ্যাপ বন্ধ করে দেওয়ার ঘোষণায় রাজধানীতে তরুণ-তরুণীদের আমরণ অনশন - Bengal Beats,0.0
"গরুর দুধ খেলে যদি শিশু গরু হয়ে যায়, তাহলে কি কৌটার দুধ খেলে কৌটা হয়ে যাবে?",0.0
আপনার হাতে কোনো স্মার্টফোন না থাকলে নিত্যদিনের ছবিগুলো যেমন হত,0.0
সৌদি নারীদের প্রথম পছন্দ বাংলাদেশি পুরুষ!,0.0
"এটা স্কুল নাকি অন্যকিছু! ক্লাসের মধ্যেই টিকটক ভিডিও বানাতে মত্ত ছাত্রছাত্রীরা, ভাইরাল ভিডিও -",0.0
জীবনে যে আকাম গুলো না করলে ভাই-বোনদের পেটের ভাত হজম হয়না। - Bengal Beats,0.0
তিনি একটি কুফা: শেখ হাসিনা | দৈনিক মতিকণ্ঠ,0.0
পাদ ত্যাগ করছেন সৌদি বাদশাহ !,0.0
থ্রিডি জেব্রা ক্রসিং দিয়ে থ্রিডি গ্লাস পরেই রাস্তা পার হচ্ছেন বরিশালবাসীরা - Bengal Beats,0.0
ঘুমের ওষুধ নিষিদ্ধ ! পরিবর্তে আসছে ঘুমের সাপোজিটরি,0.0
"ব্যাটিংয়ে পাকিস্তান, ভারতের একাদশে দুই চমক",0.0
বিমান থেকে মাথার উপর হাগা পরায় বিরক্ত যশোরের আরাফাত,0.0
"একটা ছবি দেখে যেসব বুদ্ধিজীবীরা সিনেমার গল্প বুঝে ফেলেন, তাদের প্রতিভা যেসব কাজে লাগানো যায়",0.0
জমিজমা নিয়ে পূর্বশত্রুতার জের ধরে ইনবক্সে GOT-র স্পয়লার দিয়ে দিলেন এক বরিশাইল্যা - Bengal Beats,0.0
ছোটবেলা থেকেই বয়স্ক চরিত্রে অভিনয় করতেন ট্রলসম্রাট আবুল হায়াত,0.0
এবার দিনে দুপুরে বিসিএস ক্যাডারকে চোখ মেরে ধানমন্ডির এক তরুনী আটক! - Bengal Beats,0.0
বিপিএলে দল কিনতে চান হিরো আলম,0.0
জিয়ার নেতৃত্বে মুক্তিবাহিনীই গনহত্যা করেছে: খালেদা | দৈনিক মতিকণ্ঠ,0.0
ফেসবুক আইডির পাসওয়ার্ড না দেওয়ায় স্বামীকে পুড়িয়ে মারলেন স্ত্রী,0.0
হাস্যকর সব কথাবাত্রা: তুষার | দৈনিক মতিকণ্ঠ,0.0
বিয়েতে দাওয়াত না পাওয়ায় এক্সের বাড়ির সামনে অনশনে বসলেন খুলনার মতিন - Bengal Beats,0.0
"গাঁজা চাষে প্রচুর চাকরি, জনবল খুঁজছে কানাডা",0.0
দাঁড়িয়ে মোত‍ার ক্ষতিকর দিকগুলো...,0.0
ব্লু হোয়েল শিক্ষাব্যবস্থা : জেনে নিন এই আত্মঘাতী গেমটির সঙ্গে ব্লু হোয়েলের মিল-অমিল,0.0
জীবন বদলে দেয়া আবুল হায়াতের ১০টি উক্তি,0.0
বসবাসের অযোগ্য শহরের তালিকায় দ্বিতীয় ঢাকা!,0.0
ছেলে Golden GPA-5 পাওয়াতে হতবাক হয়ে বোর্ডকে চ্যালেঞ্জ করলেন মোহাম্মদপুরের বাবা-মা - Bengal Beats,0.0
ফিলিপাইনে জন্ম নিয়েই ভুল করেছি : একান্ত সাক্ষাৎকারে সাজাপ্রাপ্ত মায়া সান্তোস দেগুইতো,0.0
ইশতেহার বাস্তবায়িত হলে যেমন হবে ২০২২ সালের বাংলাদেশ,0.0
পেঁয়া‌জের কে‌জি যেভা‌বে ২০০ থে‌কে ক‌মে ৪০ টাকা হ‌লো,0.0
খালেদার তোপের মুখে বৃটিশ হাই কমিশনার গিবসন | দৈনিক মতিকণ্ঠ,0.0
"কিনলেন খাসির লেগ পিস, বাসায় এসে দেখেন চিরুনি ! পরিবারে শোকের মাতম",0.0
"বাণিজ্য মেলায় জেলবাসীদের বানানো যেসব পণ্যসামগ্রী দেখে ভাবতে পারেন, এগুলো 'কারা' বানিয়েছে!",0.0
ঘুম থেকে উঠে দেখি পাছা ব্যথা করছে !,0.0
নো-বেলের সাথে ডুয়েট গাওয়ার জন্য অনশনে বসেছেন লেডি গাগা - Bengal Beats,0.0
উত্তরবঙ্গে তুষারপাত ! শীতের তীব্রতায় বাথরুমে যাচ্ছেনা জনগণ,0.0
রম্য লেখক আহসান হাবীবকে হত্যার হুমকি,0.0
মুখে প্রস্রাব লাগালে কি ব্রণ ভালো হয়?,0.0
"নির্বাচন যার যার, আমরা সবার",0.0
এই নাশকতা ফখা আলমগীরের কাম: মখা আলমগীর | দৈনিক মতিকণ্ঠ,0.0
বইমেলা থেকে নিঁখোজ আবুল হায়াত,0.0
পেট ব্যথার অযুহাতে স্কুলে আসেননি সাত শিক্ষক,0.0
কি আশ্চর্য! আমার এয়ারটেল নাম্বার আছে কিনা এইটা জেনে বাসের হেল্পারের লাভ কি? - Bengal Beats,0.0
বিশ্বের তৃতীয় সৎ সরকার প্রধান শেখ হাসিনা,0.0
দুই দিন পর ঘুম থেকে উঠলেন এক বার্সেলোনা সাপোর্টার। এলাকায় আনন্দের বন্যা !,0.0
ইমরুল কায়েসকে দলে না নিলে বিয়ে করবে না কুমিল্লার তানিয়া!,0.0
রিয়াজ নায়েবের পুটুর ঘা কুনদিন শুকাইবে না: ফারুকী | দৈনিক মতিকণ্ঠ,0.0
দাম বাড়ার কথা শুনে ব্যাংকে গ্যাস সিলিন্ডার জমা করার হিড়িক - Bengal Beats,0.0
কোকাকোলার কোমল পানীয়তে মিশ্রিত হতে যাচ্ছে গাঁজা!,0.0
"ডেঙ্গু আক্রান্ত পথশিশুর ঠাঁই হলো না সোহরাওয়ার্দীতে, এরপর...",0.0
৩টা বাবা সহ মা গ্রেপ্তার !,0.0
লইট্যা ফিশ রান্নার কারণে স্ত্রীকে প্রহার করলেন মকবুল | দৈনিক মতিকণ্ঠ,0.0
"খুশিতে, ঠেলায়, ঘোরতে ট্রেন্ডে গা ভাসিয়েই মাঠে গড়াগড়ি করতাম : জন্মদিনে বিশেষ সাক্ষাৎকারে নেইমার",0.0
মালদ্বীপের প্রেসিডেন্টের মেয়ে নোয়াখালীর পুত্রবধু!,0.0
আক্রমণের শিকার হয়েছিলেন তামিম পরিবার: ইংলিশ গণমাধ্যম,0.0
শায়েস্তা খাঁর আমলে স্বর্ণ কিনেছি : বদিপত্নী শাহীন আক্তার চৌধুরী,0.0
এশিয়া কাপ ছেড়ে হঠাৎ দেশে ফিরছেন সাকিব,0.0
দুর্নীতিবাজরা কিভাবে দুর্নীতি করছে সেটা বুঝতেই দুর্নীতি করেছি : কাল্পনিক সাক্ষাৎকারে দুদক পরিচালক,0.0
সাঈদীর মেশিন সংরক্ষনের আবেদন করল ছাত্রী সংস্থা | দৈনিক মতিকণ্ঠ,0.0
এবার নাইট কিংয়ের সাথে সমঝোতা করতে ফেরদৌসকে ডাকলেন ওয়েস্টেরসের নেতারা - Bengal Beats,0.0
সেরা ফটোগ্রাফীর পুরষ্কার জিতলেন বরিশালের টগর,0.0
নিজের রান্না খেয়ে নিজেই অজ্ঞান কেকা ফেরদৌসী,0.0
চীনা নারীর বিরুদ্ধে কপিরাইট লংঘনের অভিযোগ করলেন মুসা | দৈনিক মতিকণ্ঠ,0.0
এ কেমন নিষ্ঠুরতা! ভাতে চুল পাওয়ায় স্ত্রীর মাথা ন্যাড়া করলো স্বামী,0.0
সচিবালয়ের ঝাড়ুদার পদে এমবিএ এবং ইঞ্জিনিয়ারদের আবেদন!,0.0
কমিটির সভাপতিকে নিয়ে আল ইহসান সম্পাদকের অসন্তোষ | দৈনিক মতিকণ্ঠ,0.0
নাম্বার অপরিবর্তিত রেখে অপারেটর বদলানোর মতো এই সুবিধাগুলোও যদি পাওয়া যেত,0.0
প্রেমিকার ছবিতে 'লাভ রিয়েক্ট' দেয়ায় ঘুষিতে বন্ধুর নাক ভেঙে দিলো প্রেমিক,0.0
মৌসুমী এমপি না হওয়ায় মন খারাপ করে রাতে ভাত খায়নি ওমর সানী,0.0
নাইট কিংয়ের হাত থেকে পৈতৃক নিবাস উইন্টারফেলকে বাঁচাতে এগিয়ে আসছে স্টার্ক পুত্র টনি স্টার্ক - Bengal Beats,0.0
এবারের ঈদেও গান শোনাবেন গানের পাখি মাহফুজুর রহমান,0.0
"খালেদা খায় কুকাকলা, আমরারে দেয় রুটি কলা: বাবুনগরী | দৈনিক মতিকণ্ঠ",0.0
শেখ হাসিনা বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী,0.0
যে ১০টি প্রশ্নের উত্তর সম্পর্কে দেবী সিনেমার রানুও অনুমান করতে পারে না,0.0
পার্টিতে লাল টাই পড়ে গিয়ে অবাক জামালপুরের রকিবুল,0.0
লন্ডনে “চিকিৎস্বাধীন” তারেক জিয়ার সন্মান সুচক খেতাব প্রাপ্তি | দৈনিক মতিকণ্ঠ,0.0
দুই বছরের বেশি সম্পর্ক ব্রেকআপ করলে হবে জেল -সুপ্রিমকোর্ট,0.0
১৪ ফেব্রুয়ারি বাংলাদেশের সবকটি শিক্ষা প্রতিষ্ঠানে হতে যাচ্ছে রেকর্ডসংখ্যক এক্সট্রা ক্লাস,0.0
জামাই আদর না পেয়ে শ্বশুরবাড়ীর ৬ জনকে গুলি করে হত্যা!,0.0
সম্পূর্ণ দেশীয় প্রযুক্তিতে কিশোরগঞ্জে চালু হচ্ছে ইলেক্ট্রিক বুলেট ট্রেন - Bengal Beats,0.0
হেলমেট পরেই বাইকভ্রমণের ফটোসেশন করার ৭টি অভিনব পদ্ধতি,0.0
গরমে শরম ভুলে যৌতূক হিসেবে এসি দাবি করলেন বরিশালের এক জামাই - Bengal Beats,0.0
‘চুমু দিয়ে নারীদের বিভিন্ন রোগ সারাতে পারেন চুমুবাবা!’,0.0
খালেদাকে রোজ মনে মনে মাইনাস করি: ইনু | দৈনিক মতিকণ্ঠ,0.0
আসন্ন ওয়ানডে সিরিজে মাশরাফি যেভাবে নিজের নির্বাচনী প্রচারণা চালাতে পারেন,0.0
